Name,ra,dec,epoch,mu_acosd,mu_d,b,r,i,d_H,vt_H,Mbol_H,w_H,d_He,vt_He,Mbol_He,w_He
SSSJ224855.2-182644,342.23,-18.4457,1984.914,60.9,-3.4,18.691,18.458,18.843,265.3,76.7,10.4,1.0,253.8,73.4,10.8,0.0
SSSJ224905.2+223632,342.2717,22.6088,1990.812,526.8,52.3,14.679,14.537,14.6,37.3,93.5,11.1,1.0,34.9,87.6,11.3,0.0
SSSJ224917.9-341447,342.3246,-34.2464,1996.613,53.0,-66.0,17.719,17.604,17.413,126.0,50.8,11.7,1.0,117.9,47.5,11.9,0.0
SSSJ224919.6-562109,342.3319,-56.3525,1994.667,167.1,99.5,18.139,17.397,16.976,50.0,46.0,14.1,1.0,50.8,46.7,14.1,0.0
SSSJ224921.6-501947,342.3401,-50.3296,1996.618,64.0,-58.7,19.072,18.57,18.344,121.1,49.9,13.2,1.0,121.9,50.3,13.3,0.0
SSSJ224924.6-011740,342.3525,-1.2944,1983.272,36.8,-59.4,18.387,18.074,18.099,152.0,50.3,12.0,1.0,143.9,47.6,12.1,0.0
SSSJ224928.9-310732,342.3705,-31.1254,1995.782,49.4,125.9,18.707,17.913,17.338,53.9,34.5,14.4,1.0,56.6,36.2,14.4,0.0
SSSJ224931.9-690737,342.383,-69.1269,1996.788,91.7,-52.3,17.004,16.78,16.72,86.2,43.3,11.8,1.0,80.9,40.7,12.0,0.0
SSSJ224934.3-343009,342.3931,-34.5026,1989.046,-43.8,-49.4,18.956,18.633,18.338,141.6,44.3,12.8,1.0,141.2,44.2,12.8,0.0
SSSJ224940.8-282641,342.42,-28.4446,1995.782,53.4,-85.4,17.961,17.581,17.295,82.5,39.5,12.9,1.0,82.5,39.5,13.0,0.0
SSSJ224946.2+362325,342.4423,36.3903,1988.532,333.5,-164.1,19.052,17.869,17.433,42.1,74.3,15.0,0.5,49.1,86.6,14.8,0.5
SSSJ224958.2-541843,342.4926,-54.3121,1994.667,-75.8,-46.8,18.931,18.458,18.384,134.5,56.8,12.8,1.0,134.5,56.7,12.9,0.0
SSSJ224958.4+201305,342.4935,20.218,1990.79,65.3,-62.6,19.397,18.632,18.263,90.0,38.4,14.1,1.0,91.6,39.1,14.1,0.0
SSSJ225007.1-761344,342.5297,-76.2289,1988.42,53.9,-12.2,16.81,16.902,16.826,122.4,32.1,10.2,1.0,119.5,31.3,10.4,0.0
SSSJ225008.0+281708,342.5332,28.2855,1989.727,52.7,-12.0,16.862,16.997,16.915,133.5,34.2,9.9,1.0,131.8,33.8,10.2,0.0
SSSJ225009.1-084705,342.5378,-8.7848,1985.467,-26.5,-38.0,18.726,18.255,18.042,109.0,24.0,13.1,1.0,109.7,24.1,13.2,0.0
SSSJ225010.6+385512,342.544,38.92,1989.75,110.6,65.8,17.806,17.967,17.994,241.0,147.4,9.2,1.0,254.6,155.6,9.3,0.0
SSSJ225019.5+224603,342.5813,22.7675,1990.812,110.2,-69.5,18.048,17.934,17.743,146.8,90.5,11.7,1.0,137.4,84.6,11.9,0.0
SSSJ225030.2-344038,342.626,-34.6772,1996.613,77.8,64.1,17.881,17.236,16.794,49.4,23.7,13.9,1.0,49.7,23.8,14.0,0.0
SSSJ225041.0+035121,342.671,3.8558,1991.772,-93.5,-61.7,19.158,18.531,18.484,121.4,64.4,13.3,1.0,122.3,64.9,13.3,0.0
SSSJ225054.0-275021,342.7251,-27.8392,1995.782,160.7,-51.1,17.707,17.323,17.15,80.9,64.8,12.7,1.0,80.4,64.4,12.8,0.0
SSSJ225059.8-390004,342.7492,-39.001,1996.616,117.7,-43.3,18.947,18.461,18.207,114.2,67.7,13.2,1.0,115.2,68.3,13.3,0.0
SSSJ225101.6+041234,342.7566,4.2096,1990.788,101.7,-21.6,18.165,18.183,17.837,164.0,80.8,11.5,1.0,154.2,76.0,11.7,0.0
SSSJ225109.9-200650,342.7914,-20.114,1983.798,0.5,-72.0,19.51,18.976,18.835,151.5,51.7,13.2,1.0,152.5,52.0,13.2,0.0
SSSJ225112.6-233439,342.8026,-23.5774,1988.316,-23.4,-39.5,18.373,18.089,17.869,123.7,26.9,12.5,1.0,121.4,26.4,12.6,0.0
SSSJ225119.1+184844,342.8294,18.8121,1988.865,-44.9,-8.6,18.482,18.268,18.573,231.7,50.2,10.6,1.0,221.1,47.9,10.9,0.0
SSSJ225122.1+315629,342.842,31.9413,1986.053,43.4,0.7,18.302,18.551,18.375,286.6,59.0,9.5,1.0,295.1,60.7,9.6,0.0
SSSJ225126.5+250649,342.8602,25.1136,1989.369,77.7,-5.2,18.459,18.203,18.049,144.8,53.4,12.2,1.0,139.8,51.6,12.3,0.0
SSSJ225138.7-194809,342.9111,-19.8026,1991.82,143.1,16.5,18.287,18.001,17.788,119.2,81.4,12.5,1.0,117.2,80.0,12.6,0.0
SSSJ225148.0-492708,342.9499,-49.4523,1989.116,13.2,-49.0,18.101,17.966,17.783,146.4,35.2,11.8,1.0,137.5,33.1,11.9,0.0
SSSJ225155.1+190747,342.9794,19.1297,1988.943,-8.7,-60.7,16.888,17.098,17.162,181.9,52.9,8.6,1.0,196.2,57.0,8.4,0.0
SSSJ225156.4-644210,342.9851,-64.7028,1996.683,81.2,-2.5,20.054,19.337,18.696,105.7,40.6,14.3,1.0,110.3,42.3,14.3,0.0
SSSJ225202.9+415260,343.012,41.8832,1989.503,20.8,-37.8,17.832,18.049,17.879,217.8,44.5,9.7,1.0,220.5,45.1,9.9,0.0
SSSJ225203.5+261321,343.0146,26.2224,1989.432,40.3,-6.6,17.7,17.72,17.783,187.9,36.3,10.1,1.0,183.4,35.5,10.4,0.0
SSSJ225211.5+143611,343.0481,14.6031,1987.032,-32.4,-38.7,18.175,18.419,18.546,382.7,91.6,7.9,1.0,407.3,97.5,7.3,0.0
SSSJ225218.4+341951,343.0766,34.3309,1987.858,12.5,-33.8,18.968,18.535,18.244,120.9,20.7,13.1,1.0,121.6,20.8,13.2,0.0
SSSJ225220.3+745460,343.0848,74.9165,1995.591,105.9,-39.7,16.503,17.041,17.155,513.9,275.2,1.1,1.0,221.7,118.8,7.0,0.0
SSSJ225230.1-470524,343.1254,-47.09,1986.005,42.5,28.8,18.284,18.31,18.37,247.4,60.2,10.1,1.0,241.9,58.9,10.3,0.0
SSSJ225231.4-430304,343.1309,-43.0512,1992.642,95.5,-73.3,19.098,18.407,18.338,106.2,60.4,13.5,1.0,107.0,60.8,13.5,0.0
SSSJ225236.0-213001,343.1501,-21.5004,1991.82,53.9,-187.4,20.248,18.803,18.372,50.9,47.1,15.6,0.38,66.4,61.4,15.0,0.62
SSSJ225238.2+044242,343.1591,4.7116,1987.297,-42.1,-37.2,19.203,18.534,17.893,75.6,20.1,14.2,1.0,77.7,20.7,14.2,0.0
SSSJ225243.9-500144,343.183,-50.029,1996.618,93.9,-68.7,18.698,18.151,18.0,101.3,55.7,13.2,1.0,102.0,56.1,13.3,0.0
SSSJ225247.5+270434,343.1977,27.0762,1989.737,-27.1,-25.3,18.235,18.458,18.427,311.7,54.9,9.0,1.0,333.7,58.7,9.0,0.0
SSSJ225257.9+254101,343.2414,25.6837,1989.657,1.5,-48.0,18.515,18.211,17.939,121.3,27.6,12.7,1.0,120.4,27.4,12.7,0.0
SSSJ225301.0-474655,343.2541,-47.7819,1996.618,133.5,-21.0,17.913,17.526,17.226,78.9,50.5,13.0,1.0,79.0,50.5,13.1,0.0
SSSJ225308.5-311834,343.2852,-31.3093,1991.753,60.5,-79.4,18.916,18.214,17.908,81.7,38.7,13.8,1.0,82.2,38.9,13.9,0.0
SSSJ225310.9-220655,343.2954,-22.1152,1987.097,-61.3,-28.6,17.904,17.386,17.238,73.8,23.7,13.1,1.0,74.1,23.8,13.2,0.0
SSSJ225313.5-325160,343.3064,-32.8665,1988.547,69.4,-9.1,17.256,17.732,17.87,683.6,226.9,1.5,1.0,303.9,100.9,7.0,0.0
SSSJ225339.1+352356,343.413,35.399,1986.535,38.7,-1.8,18.098,18.436,18.417,378.5,69.6,7.8,1.0,401.1,73.8,7.2,0.0
SSSJ225343.2-103659,343.4299,-10.6165,1991.747,-179.8,-91.9,18.698,18.303,17.971,108.9,104.3,13.1,1.0,109.1,104.5,13.1,0.0
SSSJ225343.7+385902,343.4322,38.984,1988.224,49.9,55.8,20.297,19.213,18.871,91.2,32.4,14.7,0.55,100.5,35.6,14.6,0.45
SSSJ225346.3-274460,343.4429,-27.75,1991.753,168.3,-131.8,17.675,17.19,16.912,62.5,63.4,13.3,1.0,62.8,63.7,13.3,0.0
SSSJ225347.5-561141,343.4481,-56.1946,1988.496,67.7,-2.4,19.482,18.8,18.284,93.7,30.1,14.1,1.0,95.5,30.7,14.1,0.0
SSSJ225403.0-012241,343.5127,-1.3781,1989.817,134.7,-53.9,17.858,17.34,17.065,65.1,44.8,13.3,1.0,65.5,45.0,13.4,0.0
SSSJ225410.9-362138,343.5453,-36.3606,1996.613,-20.8,-104.2,19.821,18.581,18.007,49.8,25.0,15.3,0.48,62.0,31.2,14.9,0.52
SSSJ225424.3-302016,343.6014,-30.3378,1991.753,-26.8,-83.1,18.272,18.302,18.106,201.8,83.2,11.0,1.0,190.7,78.6,11.2,0.0
SSSJ225434.8-213745,343.6449,-21.6292,1984.842,65.3,-37.9,19.468,18.875,18.458,111.8,40.0,13.7,1.0,112.4,40.2,13.8,0.0
SSSJ225512.7+254930,343.803,25.825,1990.812,249.2,11.8,17.382,17.583,17.439,176.9,208.8,9.7,1.0,179.0,211.2,9.9,0.0
SSSJ225513.6+230946,343.8067,23.1627,1989.468,19.8,-58.2,18.016,18.245,18.385,349.6,101.9,8.0,1.0,372.9,108.6,7.4,0.0
SSSJ225515.1-421916,343.8129,-42.3211,1992.642,146.2,-30.8,19.136,18.37,17.862,71.7,50.7,14.2,1.0,74.0,52.3,14.3,0.0
SSSJ225516.5-354924,343.8186,-35.8232,1996.613,58.6,-63.5,18.752,18.322,17.98,105.0,42.8,13.2,1.0,105.5,43.0,13.3,0.0
SSSJ225517.0-523618,343.821,-52.6049,1988.808,55.2,-4.1,18.588,18.399,18.542,224.4,58.8,11.1,1.0,210.1,55.1,11.3,0.0
SSSJ225539.8-565330,343.916,-56.8917,1997.535,100.7,-18.8,18.459,18.061,17.777,101.3,49.0,13.0,1.0,101.3,49.0,13.1,0.0
SSSJ225540.1-440525,343.9169,-44.0902,1988.264,71.4,-9.8,16.439,16.368,16.269,81.2,27.7,11.2,1.0,76.0,25.9,11.4,0.0
SSSJ225547.4-060050,343.9473,-6.0139,1987.503,74.1,-14.7,14.656,14.797,14.83,54.8,19.6,9.4,1.0,57.1,20.5,9.5,0.0
SSSJ225604.5-481737,344.0185,-48.2937,1987.041,-36.2,-66.6,19.469,19.144,18.886,184.8,66.4,12.7,1.0,183.6,65.9,12.8,0.0
SSSJ225608.4+311917,344.0349,31.3215,1986.403,61.8,-4.5,18.718,18.509,18.408,186.7,54.9,11.9,1.0,176.0,51.7,12.0,0.0
SSSJ225608.6-400442,344.0359,-40.0782,1996.616,63.8,-69.5,20.538,19.569,18.953,96.3,42.9,14.8,0.59,108.8,48.5,14.6,0.41
SSSJ225614.5-524138,344.0605,-52.6939,1997.535,168.7,-12.7,17.451,17.082,16.743,63.4,50.8,13.0,1.0,63.4,50.8,13.1,0.0
SSSJ225636.0-523101,344.15,-52.5169,1989.577,51.7,0.4,18.228,17.969,17.763,122.5,30.0,12.3,1.0,119.4,29.3,12.4,0.0
SSSJ225639.8-312142,344.1659,-31.3615,1991.753,80.8,43.4,17.454,17.33,17.393,137.5,60.0,11.0,1.0,129.2,56.3,11.2,0.0
SSSJ225640.0-510112,344.1668,-51.02,1996.618,-60.8,102.7,19.77,18.81,18.528,87.9,49.6,14.4,0.59,92.3,52.1,14.4,0.41
SSSJ225642.6-194014,344.1773,-19.6706,1984.468,-42.7,-64.9,19.792,19.187,18.858,135.9,50.0,13.6,1.0,136.6,50.3,13.7,0.0
SSSJ225643.7-665939,344.1822,-66.9943,1996.683,158.3,-77.3,18.894,17.689,17.22,36.9,30.8,15.1,0.49,44.0,36.7,14.8,0.51
SSSJ225645.3-243932,344.1886,-24.6589,1995.793,85.4,-44.1,17.196,17.066,16.929,101.8,46.3,11.6,1.0,95.0,43.2,11.8,0.0
SSSJ225646.1+125250,344.1919,12.8805,1991.766,182.7,9.1,15.93,16.011,15.85,75.6,65.5,10.6,1.0,72.6,62.9,10.8,0.0
SSSJ225704.0+121647,344.2667,12.2797,1990.401,55.3,-6.8,18.022,17.833,17.745,141.9,37.5,11.7,1.0,132.7,35.1,11.9,0.0
SSSJ225716.1+324025,344.3169,32.6737,1987.312,-35.4,-21.7,18.989,18.434,18.272,113.5,22.4,13.3,1.0,114.6,22.6,13.3,0.0
SSSJ225727.7+192138,344.3655,19.3605,1990.79,-76.4,-73.2,17.153,17.031,16.831,95.2,47.8,11.8,1.0,89.4,44.9,11.9,0.0
SSSJ225738.4+455219,344.4098,45.8719,1984.542,7.0,-29.5,17.191,17.695,17.679,422.6,60.7,5.3,1.0,289.7,41.6,7.0,0.0
SSSJ225748.4-654457,344.4516,-65.7493,1996.683,12.8,-301.3,20.744,19.076,18.33,40.0,57.3,16.6,0.24,57.3,82.0,15.4,0.76
SSSJ225749.2-603624,344.4549,-60.6066,1988.446,-29.6,-36.0,17.945,17.633,17.338,90.2,19.9,12.7,1.0,89.8,19.8,12.8,0.0
SSSJ225756.5+294952,344.4854,29.8312,1989.535,-360.0,-236.6,18.399,18.189,18.078,159.3,325.4,11.9,1.0,150.5,307.6,12.1,0.0
SSSJ225759.5-090646,344.4978,-9.1127,1987.438,-19.4,-77.3,18.385,18.329,18.12,185.3,70.0,11.5,1.0,173.6,65.6,11.6,0.0
SSSJ225810.9+304803,344.5454,30.8007,1989.535,94.6,-103.8,18.51,18.412,18.308,202.2,134.2,11.4,1.0,188.9,125.4,11.6,0.0
SSSJ225815.0+183057,344.5625,18.5158,1989.13,-23.1,-46.4,18.447,18.463,18.378,233.2,57.3,10.7,1.0,222.7,54.7,10.9,0.0
SSSJ225838.6-214942,344.6609,-21.8282,1991.75,286.4,34.4,20.174,18.993,18.372,61.2,83.5,15.2,0.51,75.4,103.0,14.9,0.49
SSSJ225849.0-221733,344.7041,-22.2925,1988.941,75.7,3.1,18.619,18.101,17.893,97.5,35.0,13.2,1.0,98.0,35.2,13.3,0.0
SSSJ225849.0-221733,344.7041,-22.2925,1991.75,91.2,3.2,18.937,18.279,17.546,63.2,27.2,14.3,1.0,65.6,28.3,14.3,0.0
SSSJ225849.5-345135,344.7063,-34.8597,1989.266,19.7,-63.5,19.301,18.774,18.387,114.9,36.2,13.5,1.0,115.9,36.5,13.6,0.0
SSSJ225856.4-643520,344.7352,-64.589,1996.683,103.7,-98.9,17.876,17.433,17.235,78.0,52.9,13.0,1.0,78.0,52.9,13.1,0.0
SSSJ225901.3-544060,344.7552,-54.6832,1997.535,85.4,23.6,18.904,18.502,18.571,172.4,72.7,12.2,1.0,166.0,70.0,12.4,0.0
SSSJ225906.4-462758,344.7765,-46.4661,1992.642,411.7,-164.6,20.187,18.776,18.303,50.2,105.4,15.5,0.4,65.4,137.3,15.0,0.6
SSSJ225906.5+354927,344.7769,35.8241,1986.521,58.6,-10.9,18.436,18.608,18.859,429.8,121.5,7.9,1.0,457.8,129.4,7.3,0.0
SSSJ225921.6-104740,344.8399,-10.7944,1988.602,-62.7,-25.0,17.396,17.01,16.975,80.1,25.6,12.4,1.0,78.0,24.9,12.5,0.0
SSSJ225925.0-490831,344.8543,-49.1418,1996.618,39.4,-76.5,19.186,18.555,18.137,93.6,38.2,13.8,1.0,94.3,38.4,13.9,0.0
SSSJ225929.6-082821,344.8735,-8.4726,1991.747,112.1,-102.4,19.127,18.278,17.752,63.2,45.6,14.4,0.62,67.0,48.2,14.4,0.38
SSSJ225931.3-380550,344.8805,-38.0971,1996.616,89.9,-55.1,19.474,18.813,18.288,95.4,47.5,14.0,1.0,96.9,48.2,14.1,0.0
SSSJ225939.7-321356,344.9153,-32.2321,1991.753,126.1,-8.4,20.185,18.939,18.389,59.5,35.5,15.3,0.48,73.8,44.1,14.9,0.52
SSSJ230001.3-761730,345.0054,-76.2918,1988.31,65.7,-14.8,17.584,17.646,17.621,175.4,56.0,10.2,1.0,171.1,54.6,10.4,0.0
SSSJ230009.2-305046,345.0382,-30.8461,1991.753,91.1,-72.0,20.116,19.141,18.494,77.0,42.3,14.8,0.59,87.5,48.1,14.7,0.41
SSSJ230010.0-481029,345.0418,-48.1748,1996.618,130.8,-84.9,17.799,16.833,16.36,30.6,22.7,14.6,0.59,33.2,24.5,14.5,0.41
SSSJ230025.6+084839,345.1065,8.8107,1990.071,-11.0,-55.4,18.377,18.541,18.361,257.7,69.0,10.1,1.0,252.4,67.6,10.4,0.0
SSSJ230027.8-221151,345.116,-22.1976,1995.806,-100.1,-54.7,18.417,18.188,18.096,158.4,85.6,11.9,1.0,150.1,81.1,12.1,0.0
SSSJ230052.9-255113,345.2206,-25.8537,1987.432,-13.2,-74.7,19.335,18.875,18.816,168.2,60.5,12.8,1.0,167.3,60.2,12.8,0.0
SSSJ230115.4+194552,345.3143,19.7643,1989.006,5.0,-43.0,17.899,18.181,18.563,620.3,127.4,4.8,1.0,385.9,79.3,7.0,0.0
SSSJ230148.4+085729,345.4516,8.9581,1991.766,-166.6,-68.5,19.217,18.633,18.374,112.8,96.3,13.5,1.0,113.5,96.9,13.6,0.0
SSSJ230153.6-001313,345.4731,-0.2203,1985.646,61.7,5.5,17.431,17.336,17.261,126.6,37.1,11.3,1.0,118.3,34.7,11.5,0.0
SSSJ230157.2+304624,345.4884,30.7734,1985.538,-3.6,-40.7,18.51,18.469,18.011,157.3,30.4,12.1,1.0,152.0,29.4,12.2,0.0
SSSJ230159.0-502552,345.4956,-50.431,1988.32,65.5,-8.0,19.84,19.081,18.863,123.6,38.6,13.9,1.0,124.4,38.9,13.9,0.0
SSSJ230201.4-545531,345.5057,-54.9253,1997.535,70.8,-67.1,19.119,18.651,18.377,124.8,58.0,13.2,1.0,125.6,58.4,13.3,0.0
SSSJ230202.9-263048,345.5122,-26.5134,1991.465,77.6,16.9,15.217,15.381,15.462,78.2,29.4,8.9,1.0,84.2,31.7,8.9,0.0
SSSJ230222.1-524325,345.5919,-52.7237,1988.918,-23.2,-53.0,19.149,18.653,18.404,124.2,34.1,13.2,1.0,125.0,34.3,13.3,0.0
SSSJ230224.8+215155,345.6033,21.8652,1991.758,-101.7,-36.5,17.908,18.042,18.153,262.8,134.6,9.0,1.0,281.8,144.3,9.0,0.0
SSSJ230225.3+140443,345.6055,14.0787,1990.708,301.9,43.9,18.694,18.132,17.373,62.6,90.6,14.1,1.0,64.0,92.5,14.1,0.0
SSSJ230225.5+311047,345.6064,31.1798,1986.493,64.2,2.0,17.92,17.885,17.929,188.7,57.5,10.5,1.0,181.1,55.1,10.8,0.0
SSSJ230232.2-330907,345.6344,-33.1521,1996.761,307.1,-126.3,19.042,17.533,16.958,23.2,36.5,16.1,0.35,33.4,52.6,15.2,0.65
SSSJ230240.0-003021,345.6665,-0.506,1989.817,124.5,-24.0,18.077,17.864,17.786,141.2,85.0,11.8,1.0,132.6,79.8,12.0,0.0
SSSJ230249.4+243030,345.706,24.5083,1991.761,-50.3,-124.6,18.188,17.861,17.728,115.5,73.4,12.4,1.0,112.8,71.7,12.5,0.0
SSSJ230250.4+243015,345.7101,24.5042,1991.761,-55.8,-124.5,18.638,18.141,17.835,93.6,60.3,13.3,1.0,94.1,60.7,13.4,0.0
SSSJ230309.7+015207,345.7905,1.8685,1985.146,50.4,7.3,18.007,17.728,17.461,100.4,24.2,12.6,1.0,99.2,24.0,12.6,0.0
SSSJ230326.8-363119,345.8615,-36.522,1996.761,68.7,-85.5,19.772,19.227,18.95,151.2,78.8,13.4,1.0,152.4,79.5,13.5,0.0
SSSJ230339.0+014321,345.9125,1.7224,1989.817,74.3,30.7,17.452,17.438,17.241,129.3,49.0,11.2,1.0,121.3,46.0,11.4,0.0
SSSJ230342.3+091718,345.9263,9.2883,1989.657,-49.8,11.6,19.395,18.625,18.347,95.0,23.0,14.0,1.0,96.3,23.4,14.0,0.0
SSSJ230345.5-371050,345.9396,-37.1804,1996.761,7.2,-596.8,19.394,17.835,17.16,23.0,65.0,16.5,0.33,35.4,100.3,15.3,0.67
SSSJ230418.0-253246,346.0752,-25.5462,1986.766,-46.3,-52.8,19.071,18.808,18.589,177.1,59.0,12.4,1.0,173.6,57.8,12.5,0.0
SSSJ230418.8-070123,346.0783,-7.0229,1991.683,248.2,-220.9,17.095,16.843,16.543,66.6,104.7,12.5,1.0,65.6,103.2,12.6,0.0
SSSJ230421.9-255619,346.0911,-25.9385,1987.16,59.8,-0.6,18.725,18.638,18.929,309.0,87.7,9.9,1.0,307.7,87.3,10.2,0.0
SSSJ230427.9-391636,346.1164,-39.2766,1987.476,-69.2,-8.3,17.588,17.312,17.091,87.2,28.8,12.4,1.0,85.6,28.3,12.5,0.0
SSSJ230431.1+243844,346.1295,24.6455,1991.761,119.8,9.5,17.738,17.719,17.711,170.0,96.7,10.6,1.0,162.8,92.6,10.9,0.0
SSSJ230436.7-333729,346.1529,-33.6247,1987.849,53.7,30.2,17.487,17.735,17.886,290.5,84.8,7.7,1.0,308.1,90.0,7.1,0.0
SSSJ230437.7+322029,346.1572,32.3415,1986.283,44.9,-29.8,18.586,18.381,17.968,128.1,32.7,12.6,1.0,127.1,32.5,12.7,0.0
SSSJ230442.5+015916,346.177,1.9879,1989.817,58.1,-63.0,17.155,16.991,17.015,110.1,44.9,11.3,1.0,102.4,41.7,11.5,0.0
SSSJ230442.9-610012,346.1789,-61.0033,1987.68,-32.6,-50.1,19.02,18.546,18.427,134.5,38.1,12.9,1.0,134.8,38.2,13.0,0.0
SSSJ230443.2-753201,346.18,-75.5337,1988.414,-3.8,-59.9,17.514,17.683,17.544,181.1,51.5,9.9,1.0,178.4,50.8,10.2,0.0
SSSJ230450.2-265808,346.2092,-26.9688,1989.584,32.5,39.6,17.281,17.283,17.358,152.2,37.0,10.2,1.0,148.2,36.0,10.4,0.0
SSSJ230458.7-323410,346.2446,-32.5694,1996.761,19.5,-153.0,16.356,16.2,16.107,69.1,50.5,11.6,1.0,64.4,47.0,11.8,0.0
SSSJ230500.5-325846,346.2522,-32.9796,1988.195,55.7,-3.2,17.889,17.778,17.661,147.0,38.9,11.5,1.0,137.0,36.2,11.7,0.0
SSSJ230513.0+021816,346.304,2.3044,1989.817,90.0,27.9,18.483,18.206,18.08,145.1,64.6,12.2,1.0,140.3,62.5,12.3,0.0
SSSJ230528.4-490843,346.3684,-49.1452,1996.618,2.2,-106.5,19.506,18.748,18.63,113.3,56.9,13.7,1.0,114.2,57.4,13.8,0.0
SSSJ230531.5-530013,346.3811,-53.0035,1997.535,-5.5,-82.0,19.378,18.656,18.377,100.3,39.0,13.8,1.0,101.1,39.3,13.9,0.0
SSSJ230531.5-334753,346.3814,-33.7979,1996.761,198.9,-31.0,16.541,16.418,16.203,70.3,67.0,11.8,1.0,66.0,62.9,11.9,0.0
SSSJ230537.4-454738,346.4056,-45.794,1986.599,56.8,-27.6,17.765,17.752,18.046,225.6,67.5,9.4,1.0,234.9,70.3,9.5,0.0
SSSJ230541.4+114841,346.4226,11.8114,1991.766,64.5,56.8,17.367,17.551,17.778,262.1,106.9,7.9,1.0,279.5,113.9,7.3,0.0
SSSJ230555.3-241627,346.4803,-24.2741,1986.664,33.9,-58.3,19.216,19.043,18.662,186.4,59.6,12.4,1.0,184.1,58.8,12.5,0.0
SSSJ230556.1+754353,346.4839,75.7313,1989.219,63.5,14.6,16.818,17.176,17.377,327.3,101.1,5.9,1.0,241.5,74.6,7.0,0.0
SSSJ230600.8-025231,346.5032,-2.8751,1983.902,53.5,-13.0,18.16,18.164,18.133,209.5,54.7,10.6,1.0,201.0,52.4,10.8,0.0
SSSJ230605.1+213627,346.5214,21.6074,1991.758,14.7,-82.5,16.62,17.145,17.173,457.6,182.2,2.4,1.0,228.8,91.1,7.0,0.0
SSSJ230605.5+031209,346.5229,3.2024,1988.677,64.9,-13.6,16.863,17.003,17.018,148.1,46.6,9.5,1.0,152.9,48.1,9.6,0.0
SSSJ230606.8+210957,346.5284,21.1659,1989.065,-4.1,-60.9,17.798,18.347,18.352,872.7,252.3,1.5,1.0,394.3,114.0,7.0,0.0
SSSJ230612.9-453957,346.5537,-45.6658,1992.642,83.4,-63.4,18.721,18.311,18.149,124.9,62.1,12.8,1.0,124.6,62.0,12.9,0.0
SSSJ230617.7+243208,346.5736,24.5356,1991.761,67.6,-58.1,14.858,15.241,15.413,138.0,58.2,5.6,1.0,98.1,41.4,7.0,0.0
SSSJ230619.3+180954,346.5802,18.1649,1989.519,46.9,-22.4,17.715,17.459,17.494,124.3,30.6,11.7,1.0,115.9,28.6,11.9,0.0
SSSJ230623.4-610153,346.5973,-61.0314,1995.659,138.8,-100.8,19.578,18.702,18.373,86.9,70.8,14.3,0.62,90.1,73.5,14.3,0.38
SSSJ230636.1+282531,346.6504,28.4252,1989.535,-66.3,-84.6,16.693,16.769,16.616,105.7,53.6,10.6,1.0,101.7,51.6,10.8,0.0
SSSJ230654.4+270210,346.7267,27.0362,1991.761,63.9,-50.0,16.773,16.977,16.992,160.7,61.7,8.9,1.0,172.8,66.4,8.9,0.0
SSSJ230655.8-110151,346.7326,-11.0309,1987.237,-47.8,-25.4,18.687,18.612,18.224,172.9,44.4,12.0,1.0,166.4,42.7,12.2,0.0
SSSJ230710.1-015439,346.7921,-1.9108,1989.817,-39.6,-90.4,19.306,18.181,17.96,60.0,28.2,14.6,0.53,65.5,30.7,14.5,0.47
SSSJ230713.3+270136,346.8054,27.0266,1991.761,15.0,151.0,18.329,18.077,17.969,143.8,103.6,12.1,1.0,137.6,99.1,12.2,0.0
SSSJ230740.1+231941,346.917,23.3281,1991.761,75.3,-28.7,18.43,18.459,18.631,294.4,113.0,9.6,1.0,298.6,114.7,9.8,0.0
SSSJ230744.8-271922,346.9368,-27.3229,1995.806,282.6,-26.9,19.417,18.812,18.718,136.0,183.1,13.3,1.0,137.0,184.4,13.3,0.0
SSSJ230812.6+241426,347.0524,24.2406,1991.761,231.7,-72.8,18.77,17.657,17.309,43.4,50.0,14.8,0.54,48.3,55.6,14.6,0.46
SSSJ230828.5-233653,347.1188,-23.6148,1995.806,-22.8,-97.1,19.82,18.569,18.365,64.7,30.7,14.9,0.47,72.9,34.5,14.7,0.53
SSSJ230844.3+034720,347.1848,3.789,1990.788,-21.8,-86.9,17.083,17.271,17.256,173.7,74.1,9.2,1.0,183.8,78.4,9.3,0.0
SSSJ230845.6-625147,347.1899,-62.8629,1996.621,44.3,-88.2,21.163,19.522,18.592,48.1,22.6,16.5,0.28,64.1,30.1,15.5,0.72
SSSJ230853.3-484513,347.2222,-48.7537,1996.618,43.9,-96.1,19.847,19.139,18.791,120.7,60.6,13.9,1.0,121.9,61.2,14.0,0.0
SSSJ230903.9-433601,347.2662,-43.6001,1987.113,-6.6,65.6,17.515,17.328,17.158,103.8,32.4,12.0,1.0,98.6,30.8,12.1,0.0
SSSJ230911.9-533812,347.2995,-53.6368,1989.744,47.5,-47.6,17.479,17.346,17.403,136.7,43.6,11.1,1.0,128.2,40.9,11.3,0.0
SSSJ230924.9+445453,347.3537,44.9147,1989.68,30.4,-80.2,18.275,18.329,18.054,196.4,80.1,11.1,1.0,185.1,75.4,11.3,0.0
SSSJ230927.8-475738,347.3658,-47.9606,1989.091,37.7,-29.3,18.2,17.938,17.867,138.6,31.4,12.0,1.0,131.7,29.8,12.2,0.0
