Name,ra,dec,epoch,mu_acosd,mu_d,b,r,i,d_H,vt_H,Mbol_H,w_H,d_He,vt_He,Mbol_He,w_He
SSSJ111059.6+202607,167.7485,20.4353,1995.236,-843.0,-65.5,18.219,16.883,16.154,18.3,73.3,15.7,0.43,24.6,98.6,15.1,0.57
SSSJ111109.0+384857,167.7874,38.8159,1989.04,111.0,-40.8,19.25,18.041,17.633,45.5,25.5,15.0,0.49,53.4,29.8,14.8,0.51
SSSJ111120.8+471827,167.8365,47.3074,1997.183,-104.3,-97.1,15.892,15.919,15.845,72.9,49.1,10.6,1.0,70.0,47.1,10.8,0.0
SSSJ111137.1+522636,167.9044,52.4434,1995.239,-169.6,-29.1,17.802,17.832,17.644,162.4,132.4,11.0,1.0,153.7,125.3,11.2,0.0
SSSJ111141.1+804303,167.9213,80.7176,1998.314,-103.8,-52.5,18.62,17.639,17.266,47.2,26.0,14.5,0.59,50.7,27.9,14.5,0.41
SSSJ111142.9-401028,167.9288,-40.1745,1985.794,-65.1,-26.7,17.472,17.558,17.553,176.3,58.7,9.9,1.0,173.8,57.9,10.2,0.0
SSSJ111210.5+101746,168.0437,10.2961,1991.202,-46.2,8.5,18.057,18.365,18.639,557.6,124.2,6.1,1.0,415.6,92.5,7.0,0.0
SSSJ111211.3+312050,168.047,31.3471,1998.39,-247.8,44.6,19.649,19.03,18.367,98.0,117.1,14.1,1.0,100.2,119.6,14.2,0.0
SSSJ111215.9+111745,168.0661,11.2958,1991.255,-57.1,-15.6,16.319,16.261,16.263,84.8,23.8,10.8,1.0,80.4,22.5,11.1,0.0
SSSJ111235.8+192025,168.1491,19.3403,1995.236,-107.4,-7.0,17.407,17.13,16.923,81.3,41.6,12.4,1.0,79.7,40.8,12.5,0.0
SSSJ111249.3+101242,168.2055,10.2118,1990.207,-51.9,0.9,18.234,17.939,17.621,103.5,25.5,12.7,1.0,103.0,25.4,12.8,0.0
SSSJ111250.2-750040,168.2092,-75.0112,1991.21,-314.4,208.0,18.214,18.136,18.192,205.2,366.7,10.7,1.0,195.3,348.9,11.0,0.0
SSSJ111302.7+495041,168.2612,49.8447,1990.758,12.7,-77.0,19.562,18.917,18.492,108.7,40.2,13.9,1.0,109.5,40.5,13.9,0.0
SSSJ111304.3+292252,168.268,29.3812,1998.39,-77.4,-54.0,18.097,17.386,17.19,59.9,26.7,13.7,1.0,60.3,26.9,13.8,0.0
SSSJ111306.5+003244,168.277,0.5456,1989.128,-368.1,-94.2,17.418,16.861,16.556,49.2,88.6,13.5,1.0,49.5,89.1,13.6,0.0
SSSJ111310.3+202916,168.2929,20.4879,1995.236,-75.8,-59.5,16.531,16.627,16.726,128.3,58.4,9.4,1.0,132.8,60.4,9.6,0.0
SSSJ111316.6+285908,168.319,28.9855,1998.39,-185.6,-344.7,18.405,17.23,16.627,27.7,51.4,15.2,0.51,33.7,62.5,14.9,0.49
SSSJ111322.6+323858,168.3444,32.6496,1992.095,-162.0,54.3,19.124,18.656,18.682,163.6,132.6,12.6,1.0,160.4,130.0,12.7,0.0
SSSJ111323.0-285610,168.3459,-28.9361,1983.475,-59.6,-2.2,18.731,18.766,18.565,249.8,70.7,11.0,1.0,236.2,66.8,11.2,0.0
SSSJ111332.7-425614,168.3862,-42.9371,1983.032,-43.0,9.6,18.916,18.787,18.896,276.1,57.7,10.8,1.0,260.8,54.5,11.1,0.0
SSSJ111335.0+032423,168.3958,3.4065,1996.761,71.5,-80.7,18.547,17.955,17.392,65.5,33.5,13.9,1.0,66.0,33.8,14.0,0.0
SSSJ111336.1+445506,168.4003,44.9183,1988.902,-39.2,-27.1,19.208,18.807,18.625,155.6,35.2,12.8,1.0,155.3,35.1,12.9,0.0
SSSJ111350.5+455052,168.4606,45.8477,1989.805,30.6,-41.6,18.675,18.253,18.283,144.4,35.3,12.4,1.0,140.2,34.3,12.5,0.0
SSSJ111355.8-190349,168.4823,-19.0637,1992.247,-214.8,120.5,18.859,17.728,17.235,39.5,46.1,15.0,0.53,45.9,53.5,14.7,0.47
SSSJ111416.4-063914,168.5684,-6.6538,1984.045,-23.9,-46.8,18.659,18.549,18.557,233.4,58.1,11.1,1.0,219.0,54.6,11.3,0.0
SSSJ111424.7+334126,168.6029,33.6905,1992.095,-50.3,-160.8,18.089,17.558,17.696,102.4,82.0,12.6,1.0,100.1,80.2,12.7,0.0
SSSJ111425.5+380821,168.6061,38.1393,1989.04,-119.0,-20.8,16.887,16.723,16.698,93.1,53.4,11.5,1.0,86.4,49.6,11.6,0.0
SSSJ111429.8+363839,168.6241,36.6441,1991.125,-54.7,-35.7,19.293,18.422,18.521,102.5,31.8,13.7,0.62,103.5,32.1,13.7,0.38
SSSJ111439.0-185915,168.6624,-18.9875,1986.425,-74.9,1.5,18.047,17.932,17.893,168.6,59.9,11.3,1.0,157.4,55.9,11.5,0.0
SSSJ111447.3+370537,168.6971,37.0937,1992.095,112.8,-54.2,19.783,18.78,18.812,103.7,61.5,14.1,0.58,105.4,62.4,14.1,0.42
SSSJ111450.5+654646,168.7103,65.7796,1997.107,-235.7,-52.7,18.939,18.356,18.343,119.8,137.5,13.1,1.0,120.6,138.4,13.1,0.0
SSSJ111456.8-223230,168.7367,-22.5416,1987.742,-46.7,-37.1,17.993,17.489,17.353,79.2,22.4,13.1,1.0,79.4,22.5,13.1,0.0
SSSJ111503.2+201556,168.7633,20.2655,1990.436,-68.2,-10.8,17.251,16.964,17.036,99.3,32.5,11.8,1.0,92.6,30.3,11.9,0.0
SSSJ111507.4+453010,168.7807,45.5027,1989.416,-68.7,7.3,19.438,18.86,18.791,145.5,47.7,13.2,1.0,146.5,48.0,13.2,0.0
SSSJ111513.8-463956,168.8074,-46.6656,1984.224,-57.5,13.5,18.315,18.142,18.002,158.5,44.4,11.8,1.0,149.4,41.8,12.0,0.0
SSSJ111528.2-431334,168.8674,-43.2262,1984.684,-48.6,3.3,16.655,16.556,16.47,87.1,20.1,11.3,1.0,81.3,18.8,11.5,0.0
SSSJ111530.4+091514,168.8765,9.2538,1989.031,-68.1,-3.0,17.925,17.838,17.668,147.5,47.7,11.5,1.0,137.8,44.6,11.7,0.0
SSSJ111542.8+111653,168.9285,11.2814,1989.269,29.7,-92.9,17.052,16.967,16.953,113.3,52.6,11.0,1.0,106.5,49.5,11.2,0.0
SSSJ111543.8+231459,168.9324,23.2499,1992.328,-38.5,100.9,18.368,17.823,17.389,70.3,36.0,13.7,1.0,70.7,36.2,13.7,0.0
SSSJ111558.5-084112,168.9939,-8.6866,1987.083,32.6,-112.7,19.163,18.267,17.668,57.1,31.7,14.6,0.61,62.3,34.5,14.5,0.39
SSSJ111608.8+092535,169.0367,9.4263,1989.269,4.0,-151.3,18.988,17.829,17.469,44.8,32.0,14.9,0.52,50.9,36.5,14.7,0.48
SSSJ111610.0-293302,169.0416,-29.5505,1991.204,-84.7,17.1,19.333,18.723,18.684,135.5,55.3,13.2,1.0,136.5,55.7,13.3,0.0
SSSJ111614.2-723121,169.0591,-72.5224,1991.267,-134.4,55.7,17.367,17.488,17.348,157.0,107.9,10.2,1.0,152.6,104.9,10.5,0.0
SSSJ111614.6+535721,169.0607,53.9557,1991.261,-144.4,41.3,18.286,18.196,17.845,144.5,102.8,12.0,1.0,138.5,98.5,12.1,0.0
SSSJ111617.5+465245,169.073,46.8792,1995.239,-116.3,-24.9,18.592,17.511,16.968,35.9,20.2,14.9,0.55,41.4,23.4,14.7,0.45
SSSJ111622.8-103517,169.0949,-10.588,1986.122,-2.1,62.0,19.582,18.723,18.342,86.0,25.3,14.3,0.62,89.3,26.2,14.3,0.38
SSSJ111629.7-003233,169.1238,-0.5425,1989.128,28.1,-165.0,18.581,17.656,17.424,55.6,44.0,14.2,0.6,57.2,45.3,14.3,0.4
SSSJ111629.8+060015,169.1241,6.0042,1990.646,-26.8,-69.4,18.576,18.234,18.372,176.1,62.1,11.8,1.0,164.1,57.9,12.0,0.0
SSSJ111640.5+062703,169.1687,6.4507,1996.761,-335.7,-26.1,16.863,16.19,15.87,32.6,52.0,13.8,1.0,32.8,52.5,13.9,0.0
SSSJ111655.1+060039,169.2295,6.0109,1996.761,-111.3,-43.0,18.745,18.337,18.473,169.3,95.5,12.1,1.0,161.2,90.9,12.2,0.0
SSSJ111658.2-464911,169.2426,-46.8196,1984.816,-69.6,-19.6,17.81,17.689,17.677,153.2,52.5,11.2,1.0,143.1,49.0,11.4,0.0
SSSJ111659.8-471831,169.2491,-47.3085,1984.61,-51.4,44.3,17.75,17.887,17.725,187.9,60.4,10.2,1.0,183.0,58.8,10.5,0.0
SSSJ111703.6+220632,169.265,22.1089,1995.236,3.0,-96.3,16.145,16.471,16.472,153.2,69.7,7.8,1.0,162.1,73.7,7.2,0.0
SSSJ111708.4+501035,169.2852,50.1765,1991.107,158.0,-145.8,19.799,18.678,17.88,48.3,49.2,15.3,0.53,60.3,61.5,14.9,0.47
SSSJ111708.5+501035,169.2854,50.1763,1995.239,137.0,-89.4,20.037,18.626,18.294,52.3,40.6,15.3,0.4,65.1,50.6,14.9,0.6
SSSJ111721.5-195060,169.3394,-19.85,1985.944,60.6,-49.8,19.177,18.509,18.411,111.1,41.3,13.5,1.0,112.2,41.7,13.5,0.0
SSSJ111723.3+485160,169.3469,48.8665,1991.107,-137.2,17.5,19.181,18.51,18.524,120.6,78.9,13.3,1.0,121.6,79.5,13.4,0.0
SSSJ111724.2-021406,169.3508,-2.2351,1989.128,83.3,-75.4,18.93,18.621,18.322,142.4,75.6,12.7,1.0,142.0,75.4,12.8,0.0
SSSJ111745.9+030453,169.4413,3.0814,1996.761,-82.8,40.5,14.954,15.173,15.111,65.0,28.3,9.2,1.0,69.1,30.1,9.2,0.0
SSSJ111754.6+592558,169.4774,59.4327,1993.311,-91.4,34.1,18.981,18.297,18.43,118.3,54.9,13.1,1.0,119.2,55.4,13.2,0.0
SSSJ111816.4+040207,169.5683,4.0354,1996.761,61.4,-116.8,17.505,17.182,17.176,96.6,60.4,12.1,1.0,92.4,57.8,12.2,0.0
SSSJ111816.8+215101,169.5699,21.8503,1995.236,-72.6,-146.1,16.929,16.858,16.871,111.5,86.1,10.8,1.0,105.4,81.4,11.1,0.0
SSSJ111822.7+153335,169.5947,15.5596,1993.075,-86.2,1.2,16.562,16.743,16.789,144.3,58.8,8.9,1.0,155.1,63.2,8.9,0.0
SSSJ111827.4-472157,169.614,-47.3659,1995.11,-320.6,32.9,16.371,15.615,15.178,21.4,32.7,14.1,1.0,21.8,33.2,14.2,0.0
SSSJ111832.2+202333,169.6341,20.3924,1995.236,-23.3,-97.1,18.373,18.116,18.025,148.0,70.2,12.0,1.0,141.4,67.0,12.2,0.0
SSSJ111833.4+335327,169.639,33.8909,1992.095,51.9,67.6,19.551,18.645,18.029,66.8,26.9,14.7,0.61,74.0,29.8,14.6,0.39
SSSJ111844.7-721460,169.6862,-72.2499,1982.158,-48.1,-22.9,17.767,17.797,17.783,183.8,46.4,10.3,1.0,177.9,44.9,10.6,0.0
SSSJ111845.6-420547,169.6901,-42.0964,1990.098,0.7,-102.7,17.056,17.059,17.05,127.9,62.5,10.5,1.0,123.1,60.1,10.8,0.0
SSSJ111846.2+115038,169.6925,11.8438,1989.816,-27.4,-65.3,17.464,17.263,17.031,92.7,31.1,12.2,1.0,89.4,30.0,12.3,0.0
SSSJ111852.7+590134,169.7196,59.0262,1988.52,-41.9,25.1,19.566,18.836,18.943,142.2,32.9,13.3,1.0,143.4,33.2,13.4,0.0
SSSJ111908.7+033819,169.7863,3.6385,1989.88,-66.6,-15.5,18.885,18.926,18.658,256.3,83.0,11.2,1.0,241.2,78.1,11.3,0.0
SSSJ111909.7+394439,169.7903,39.7443,1987.969,-67.1,-13.4,19.459,18.902,18.318,103.4,33.5,13.9,1.0,104.5,33.9,13.9,0.0
SSSJ111913.9-083138,169.8078,-8.5271,1987.083,-351.3,19.7,17.323,16.472,16.023,29.1,48.5,14.4,0.62,30.3,50.6,14.3,0.38
SSSJ111921.1+415317,169.8381,41.8882,1989.04,63.9,-50.4,19.124,18.288,17.868,69.7,26.7,14.3,0.63,72.2,27.7,14.3,0.37
SSSJ111925.9-064844,169.858,-6.8123,1986.207,53.0,-90.0,17.048,17.053,17.093,133.2,65.7,10.3,1.0,129.2,63.7,10.6,0.0
SSSJ111926.2-192237,169.8591,-19.377,1992.247,-84.0,134.8,19.075,18.465,17.973,86.2,65.0,13.9,1.0,86.6,65.3,13.9,0.0
SSSJ111930.9-103816,169.8789,-10.6376,1987.083,-70.4,136.8,16.673,16.205,15.97,41.8,30.5,13.1,1.0,42.1,30.7,13.2,0.0
SSSJ111936.1-803114,169.9004,-80.5205,1982.555,-44.7,49.5,19.853,18.815,18.498,80.3,25.4,14.6,0.57,86.6,27.4,14.5,0.43
SSSJ112003.5+291545,170.0145,29.2625,1990.469,-48.4,-28.9,18.943,18.407,18.545,149.2,39.9,12.6,1.0,146.0,39.0,12.7,0.0
SSSJ112011.9+374525,170.0497,37.7569,1989.04,26.2,-173.5,18.032,17.543,17.334,77.5,64.3,13.1,1.0,77.9,64.6,13.2,0.0
SSSJ112012.4+325652,170.0517,32.9477,1991.643,-48.8,32.3,18.297,18.131,18.335,211.0,58.5,10.7,1.0,200.7,55.7,11.0,0.0
SSSJ112013.3+323846,170.0555,32.6462,1992.095,-77.7,-44.9,18.314,18.136,18.096,172.9,73.8,11.6,1.0,160.8,68.6,11.8,0.0
SSSJ112023.7+104036,170.0986,10.6766,1989.269,-82.3,-4.0,17.653,17.751,17.595,169.8,66.0,10.5,1.0,164.5,63.9,10.7,0.0
SSSJ112023.7+425200,170.0988,42.8667,1989.678,-68.1,21.8,18.898,18.454,18.343,134.4,45.5,12.8,1.0,134.1,45.4,12.9,0.0
SSSJ112026.5-152710,170.1106,-15.4527,1993.083,138.5,-110.1,17.29,17.222,17.019,110.0,92.3,11.5,1.0,102.8,86.2,11.7,0.0
SSSJ112032.5-415627,170.1354,-41.9408,1990.098,104.6,-179.5,20.132,19.09,18.558,77.5,76.4,14.8,0.56,87.9,86.7,14.7,0.44
SSSJ112035.2+525755,170.1466,52.9653,1993.319,78.2,-85.3,16.782,16.851,16.948,137.4,75.6,9.6,1.0,139.0,76.4,9.8,0.0
SSSJ112114.8-350428,170.3116,-35.0743,1984.32,-53.5,48.9,18.483,18.36,18.151,174.0,59.8,11.8,1.0,164.0,56.3,11.9,0.0
SSSJ112117.3+783020,170.322,78.5056,1992.875,-33.9,-33.8,18.313,18.41,18.337,248.5,56.4,10.1,1.0,242.9,55.1,10.4,0.0
SSSJ112118.4+804207,170.3265,80.7021,1997.188,9.7,-102.0,18.703,17.69,17.104,39.9,19.3,14.8,0.57,45.3,21.9,14.7,0.43
SSSJ112121.0-381037,170.3374,-38.1768,1990.098,-48.2,70.5,17.528,17.272,17.041,86.9,35.0,12.4,1.0,84.9,34.2,12.5,0.0
SSSJ112133.1-360419,170.3881,-36.0718,1992.319,-204.3,85.3,19.03,18.401,18.26,106.2,111.2,13.4,1.0,106.9,112.0,13.5,0.0
SSSJ112134.2-062040,170.3925,-6.3443,1984.089,-54.0,10.1,18.271,18.179,18.286,214.5,55.9,10.6,1.0,205.2,53.4,10.9,0.0
SSSJ112139.3-022852,170.4138,-2.4811,1980.985,47.8,-23.0,18.031,18.187,18.015,218.9,55.0,10.1,1.0,214.2,53.9,10.4,0.0
SSSJ112142.5+511128,170.4269,51.1912,1991.107,-116.4,-85.2,19.97,18.942,19.135,115.7,79.0,13.9,0.57,117.3,80.1,14.0,0.43
SSSJ112143.4+321456,170.4307,32.2489,1992.095,-170.6,-13.2,19.296,18.821,18.885,181.7,147.3,12.5,1.0,177.3,143.7,12.7,0.0
SSSJ112144.8+390704,170.4365,39.1179,1987.439,-54.5,15.7,19.262,18.965,18.733,180.4,48.5,12.5,1.0,178.1,47.9,12.6,0.0
SSSJ112146.0+702149,170.4415,70.3635,1991.404,-61.1,-13.6,19.237,18.438,18.397,100.0,29.7,13.7,1.0,100.9,29.9,13.8,0.0
SSSJ112148.9+103934,170.4536,10.6596,1990.187,-51.9,-19.4,18.159,17.96,17.652,118.0,31.0,12.3,1.0,115.6,30.4,12.4,0.0
SSSJ112150.8+225222,170.4618,22.8727,1992.328,81.5,-65.0,19.473,18.604,18.029,69.7,34.3,14.5,0.62,75.6,37.3,14.5,0.38
SSSJ112200.0+092430,170.5001,9.4084,1989.817,7.3,-53.9,17.714,17.678,17.448,136.8,35.3,11.5,1.0,128.2,33.0,11.6,0.0
SSSJ112215.2+252102,170.5633,25.3506,1990.364,-55.0,-27.3,19.51,18.87,18.527,112.9,32.9,13.8,1.0,113.8,33.1,13.8,0.0
SSSJ112216.2+283943,170.5675,28.662,1989.027,-275.8,-50.9,18.428,17.306,17.195,43.7,58.0,14.5,0.53,46.4,61.6,14.5,0.47
SSSJ112242.1-435125,170.6752,-43.8569,1995.11,-71.1,-40.0,18.092,17.896,17.6,116.6,45.3,12.3,1.0,113.7,44.2,12.4,0.0
SSSJ112247.8-194533,170.699,-19.7592,1989.601,-68.8,5.7,17.371,17.049,16.65,62.2,20.4,13.0,1.0,62.1,20.3,13.0,0.0
SSSJ112253.0-251045,170.7208,-25.1792,1986.452,-76.6,17.3,18.616,18.113,18.198,129.1,48.0,12.6,1.0,126.2,47.0,12.7,0.0
SSSJ112255.1+434258,170.7294,43.7161,1992.102,-60.7,-26.7,15.478,15.841,15.82,118.6,37.3,7.6,1.0,122.9,38.6,7.0,0.0
SSSJ112303.8-252430,170.7658,-25.4084,1991.119,-101.0,2.0,18.681,18.193,17.845,93.5,44.8,13.4,1.0,94.0,45.0,13.4,0.0
SSSJ112310.2+584407,170.7925,58.7354,1993.311,-100.9,-38.0,18.921,18.144,17.912,78.6,40.2,13.9,1.0,79.3,40.6,14.0,0.0
SSSJ112318.8-030249,170.8284,-3.0468,1984.941,-75.4,-21.7,17.209,17.276,17.352,163.4,60.8,9.7,1.0,163.6,60.9,10.0,0.0
SSSJ112322.5+602941,170.8439,60.4948,1989.74,-11.1,-49.2,18.776,18.766,18.564,239.5,57.2,11.2,1.0,224.9,53.7,11.4,0.0
SSSJ112323.3-322310,170.8471,-32.3861,1991.149,-226.7,40.3,18.896,18.372,18.149,108.4,118.2,13.3,1.0,109.2,119.0,13.3,0.0
SSSJ112333.7-871759,170.8904,-87.2997,1993.25,-6.3,82.7,19.609,18.904,18.191,83.2,32.7,14.4,1.0,88.1,34.6,14.3,0.0
SSSJ112337.4-081547,170.906,-8.2632,1986.456,-70.2,6.0,18.253,18.064,17.952,154.0,51.4,11.8,1.0,144.8,48.4,12.0,0.0
SSSJ112343.4-054549,170.9308,-5.7635,1986.207,-87.2,7.5,17.507,17.459,17.362,137.5,57.3,11.1,1.0,129.3,53.9,11.3,0.0
SSSJ112345.8+420715,170.9409,42.1208,1987.154,-30.1,-60.7,18.894,19.036,18.762,291.3,93.5,10.6,1.0,279.9,89.8,10.9,0.0
SSSJ112355.3-400615,170.9804,-40.1042,1988.595,-70.0,31.2,14.921,15.45,15.578,247.3,89.8,1.1,1.0,105.1,38.2,7.0,0.0
SSSJ112405.4-123441,171.0226,-12.5782,1993.083,-48.8,-149.8,16.798,16.391,16.306,56.0,41.9,12.6,1.0,55.2,41.3,12.7,0.0
SSSJ112405.7+493352,171.0239,49.5645,1991.107,-80.3,-7.9,19.07,18.558,18.684,163.3,62.7,12.5,1.0,158.9,61.0,12.7,0.0
SSSJ112408.2+150733,171.0341,15.1259,1990.423,-76.5,-9.3,19.077,18.412,18.046,88.5,32.3,13.8,1.0,89.1,32.6,13.9,0.0
SSSJ112413.0-021533,171.054,-2.2592,1980.775,49.0,-26.5,18.931,18.471,18.429,141.8,37.4,12.7,1.0,140.7,37.1,12.8,0.0
SSSJ112426.9+150020,171.1121,15.0056,1992.369,-69.2,5.6,17.702,17.577,17.572,145.8,48.0,11.2,1.0,136.3,44.8,11.4,0.0
SSSJ112431.5+503331,171.1314,50.5586,1991.107,-105.9,41.4,15.979,15.929,15.791,65.1,35.2,11.2,1.0,60.9,32.9,11.4,0.0
SSSJ112432.2+405950,171.1343,40.9972,1987.7,-52.6,2.8,18.102,18.105,18.138,214.5,53.6,10.3,1.0,207.6,51.9,10.6,0.0
SSSJ112435.6-324625,171.1485,-32.7735,1991.149,-89.8,20.8,15.992,16.324,16.392,159.4,69.5,7.4,1.0,158.4,69.1,7.0,0.0
SSSJ112448.4+024112,171.2016,2.6867,1996.761,-63.7,-71.8,18.725,17.973,17.917,84.0,38.2,13.6,1.0,84.5,38.4,13.7,0.0
SSSJ112451.2-331909,171.2133,-33.3191,1983.606,-20.7,-56.4,19.065,18.932,18.65,207.6,59.1,12.0,1.0,198.9,56.6,12.1,0.0
SSSJ112458.3-042501,171.2431,-4.417,1984.706,-66.5,10.9,17.489,17.567,17.579,178.2,56.9,9.9,1.0,175.9,56.2,10.2,0.0
SSSJ112514.5-215733,171.3106,-21.9592,1992.247,98.2,-158.8,19.116,18.348,18.319,99.3,88.1,13.6,1.0,100.1,88.7,13.7,0.0
SSSJ112516.6-075224,171.3191,-7.8734,1987.083,-69.7,42.0,18.65,18.415,18.249,161.8,62.1,12.1,1.0,155.9,59.9,12.3,0.0
SSSJ112519.0+541937,171.3291,54.3269,1993.319,-144.9,-101.1,15.065,15.403,15.641,146.5,122.9,5.8,1.0,107.8,90.4,7.0,0.0
SSSJ112525.2-434937,171.3551,-43.827,1984.864,-48.5,-54.3,17.766,17.592,17.439,121.2,41.8,11.9,1.0,114.3,39.4,12.0,0.0
SSSJ112531.2+570409,171.3801,57.0691,1993.319,-30.6,-247.7,18.003,17.986,18.315,258.7,306.6,9.2,1.0,273.3,323.8,9.3,0.0
SSSJ112541.9+422335,171.4246,42.393,1989.04,-142.6,-12.5,16.646,16.354,16.19,58.3,39.5,12.4,1.0,56.8,38.5,12.5,0.0
SSSJ112544.9+382317,171.4372,38.388,1989.04,-125.8,-31.1,18.288,18.004,18.249,184.9,114.0,11.3,1.0,171.7,105.8,11.5,0.0
SSSJ112602.1-333214,171.5086,-33.5372,1984.462,-53.4,-1.4,18.512,18.464,18.084,168.2,42.6,11.9,1.0,160.9,40.8,12.0,0.0
SSSJ112606.1+090629,171.5253,9.1081,1989.269,-172.9,-27.4,17.792,17.596,17.596,137.3,113.9,11.5,1.0,127.4,105.7,11.7,0.0
SSSJ112611.3-071234,171.5473,-7.2093,1985.03,-38.5,-53.8,16.658,16.954,16.996,191.4,60.0,7.9,1.0,203.1,63.7,7.3,0.0
SSSJ112617.3+524155,171.5719,52.6987,1993.319,-84.6,16.0,18.845,18.351,18.557,163.9,66.8,12.3,1.0,157.0,64.0,12.4,0.0
SSSJ112622.8-242958,171.595,-24.4995,1991.119,-73.0,-280.6,16.801,16.634,16.471,77.6,106.7,11.9,1.0,73.2,100.6,12.0,0.0
SSSJ112623.8+381956,171.5993,38.3321,1986.782,-43.0,-28.0,18.746,18.485,18.367,169.8,41.3,12.1,1.0,163.2,39.7,12.3,0.0
SSSJ112626.2-262451,171.6091,-26.4142,1991.119,-89.0,-20.7,18.168,18.191,18.187,221.0,95.3,10.3,1.0,213.7,92.2,10.6,0.0
SSSJ112634.2+324531,171.6424,32.7587,1991.037,-11.4,-65.7,19.06,18.873,18.691,209.0,66.0,12.0,1.0,199.3,62.9,12.1,0.0
SSSJ112634.7+143339,171.6448,14.5608,1991.342,11.8,-77.5,18.641,17.903,17.792,79.1,29.4,13.7,1.0,79.6,29.6,13.7,0.0
SSSJ112649.7+012757,171.7072,1.466,1989.128,-168.8,53.0,16.061,16.054,16.22,93.1,78.1,9.9,1.0,92.3,77.4,10.1,0.0
SSSJ112652.3+591918,171.7178,59.3215,1993.311,152.7,-53.9,14.601,14.452,14.154,25.5,19.6,12.1,1.0,24.6,18.9,12.2,0.0
SSSJ112709.1-294009,171.788,-29.6691,1991.149,217.4,-269.3,15.092,14.885,14.732,33.5,54.9,12.0,1.0,31.9,52.3,12.1,0.0
SSSJ112724.7-192118,171.853,-19.3551,1993.086,-132.8,29.2,16.546,16.47,16.344,82.6,53.2,11.3,1.0,77.1,49.7,11.5,0.0
SSSJ112729.6+672231,171.8733,67.3752,1992.668,-50.9,-36.4,17.879,18.044,18.01,235.5,69.9,9.5,1.0,242.1,71.8,9.6,0.0
SSSJ112730.4-013801,171.8767,-1.6336,1989.128,46.4,-95.1,18.293,17.817,17.728,98.9,49.7,12.9,1.0,98.8,49.7,12.9,0.0
SSSJ112731.6+062306,171.8815,6.3849,1996.761,9.3,-90.9,16.939,16.577,16.331,54.9,23.7,12.8,1.0,54.6,23.5,12.9,0.0
SSSJ112738.0+753107,171.9081,75.5187,1999.28,-156.8,-122.7,16.869,16.73,16.686,94.1,88.8,11.4,1.0,87.6,82.7,11.6,0.0
SSSJ112801.7+182560,172.007,18.4332,1986.907,-41.9,-52.2,18.51,17.876,17.679,79.9,25.3,13.5,1.0,80.5,25.5,13.6,0.0
SSSJ112805.4+591958,172.0224,59.3327,1992.077,-57.7,25.7,16.127,16.2,16.193,92.6,27.7,10.0,1.0,90.9,27.2,10.3,0.0
SSSJ112809.0+351316,172.0376,35.2211,1989.504,-26.1,-58.2,17.22,17.396,17.446,194.5,58.8,9.0,1.0,208.9,63.1,9.0,0.0
SSSJ112810.7+253018,172.0445,25.505,1992.328,-64.7,-119.2,19.313,17.944,17.457,35.3,22.8,15.5,0.42,45.4,29.3,15.0,0.58
SSSJ112841.0-223903,172.1708,-22.6508,1991.119,-179.8,-48.2,19.06,18.585,18.358,125.1,110.3,13.1,1.0,125.9,111.0,13.2,0.0
SSSJ112858.2-771437,172.2424,-77.2437,1984.963,-44.3,23.7,17.51,17.719,17.76,235.2,56.0,8.7,1.0,253.8,60.4,8.6,0.0
SSSJ112911.0+380852,172.2958,38.1478,1989.04,-84.2,5.2,15.116,15.276,15.171,60.3,24.0,9.8,1.0,60.0,23.9,10.1,0.0
SSSJ112913.2+483822,172.305,48.6395,1991.107,-113.6,-65.1,20.623,18.979,18.485,36.0,22.4,16.9,0.28,63.4,39.4,15.3,0.72
SSSJ112925.1-782358,172.3544,-78.3994,1991.286,-205.1,-49.0,17.484,17.349,17.199,113.9,113.9,11.7,1.0,106.5,106.5,11.8,0.0
SSSJ112945.1-235841,172.4377,-23.978,1991.119,-100.1,-20.0,19.186,18.755,18.436,131.1,63.4,13.2,1.0,131.6,63.6,13.2,0.0
SSSJ112954.0-312245,172.4749,-31.3791,1991.149,-306.4,228.2,20.288,19.006,18.504,61.6,111.5,15.3,0.46,76.5,138.5,14.9,0.54
SSSJ113012.0+621926,172.5498,62.324,1991.058,-48.7,-33.1,16.79,17.243,17.52,585.9,163.6,1.1,1.0,251.4,70.2,7.0,0.0
SSSJ113024.9-273822,172.6037,-27.6395,1991.119,-77.1,-317.3,19.866,18.795,18.393,72.8,112.8,14.7,0.55,80.9,125.4,14.6,0.45
SSSJ113026.8-442607,172.6115,-44.4353,1991.344,-67.2,-54.0,18.349,18.216,17.908,144.8,59.0,12.1,1.0,138.9,56.6,12.2,0.0
SSSJ113050.3+100303,172.7096,10.051,1989.269,153.6,-314.9,18.805,17.703,17.528,50.8,84.3,14.5,0.54,54.5,90.4,14.5,0.46
SSSJ113052.7+151420,172.7195,15.2388,1991.418,40.4,-48.4,18.33,18.291,18.297,219.8,65.6,10.7,1.0,209.8,62.6,10.9,0.0
SSSJ113100.2-464139,172.7508,-46.6941,1991.344,-131.5,26.4,18.077,17.78,17.602,110.1,69.9,12.4,1.0,107.9,68.5,12.5,0.0
SSSJ113107.5-440058,172.7811,-44.0161,1991.344,-120.5,29.1,19.798,19.12,18.601,108.5,63.8,14.1,1.0,110.4,64.9,14.1,0.0
